symbol,security_name,listing_exchange,etf,financial_status,zip,sector,fullTimeEmployees,city,state,country,industry,twoHundredDayAverage,trailingAnnualDividendYield,averageDailyVolume10Day,regularMarketPreviousClose,open,averageVolume10days,dividendRate,regularMarketVolume,marketCap,averageVolume,dayLow,ask,fiftyTwoWeekHigh,forwardPE,fiveYearAvgDividendYield,dividendYield,bidSize,dayHigh,enterpriseToRevenue,forwardEps,revenueQuarterlyGrowth,bookValue,sharesShort,shortRatio,floatShares,enterpriseValue,regularMarketPrice,latest_dividend
KNL,"Knoll, Inc. Common Stock",N,N,,18041,Industrials,3734.0,East Greenville,PA,United States,Business Equipment & Supplies,18.972353,0.055016182,475771,12.36,12.56,475771,0.16,82269,597134016.0,554630,11.7,11.87,28.3,10.342105,2.76,0.0138,800.0,12.62,0.812,1.14,,8.228,1061020.0,2.18,47884030.0,1165559168.0,12.56,0.17
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,N,N,,AB15 4YB,Industrials,1.0,Aberdeen,,United Kingdom,Marine Shipping,16.321177,0.13445377,163857,15.47,15.25,163857,2.08,108559,490234976.0,295846,14.41,15.06,20.97,6.273891,10.85,0.1377,1100.0,15.32,5.293,2.39,,18.685,150130.0,0.43,24036260.0,1495645696.0,15.25,0.52
KNSL,"Kinsale Capital Group, Inc. - Common Stock",Q,N,N,23230,Financial Services,275.0,Richmond,VA,United States,Insurance—Property & Casualty,111.28665,0.002179225,146471,151.43,152.5,146471,0.36,47071,3334406656.0,192069,149.83,150.49,156.33,48.17685,,0.0023999999,800.0,152.5,9.227,3.11,,18.034,1116882.0,6.42,20829390.0,2990131200.0,152.5,0.09
KNX,Knight-Swift Transportation Holdings Inc.,N,N,,85027,Industrials,23600.0,Phoenix,AZ,United States,Trucking,36.02478,0.006454816,2251714,40.28,40.44,2251714,0.32,367379,6930477056.0,2678038,40.15,40.55,41.1,18.981396,0.95,0.007900001,1000.0,40.88,1.545,2.15,,33.503,31901192.0,14.6,124612882.0,7362150912.0,40.44,0.08
KO,Coca-Cola Company (The) Common Stock,N,N,,30301,Consumer Defensive,86200.0,Atlanta,GA,United States,Beverages—Non-Alcoholic,51.59875,0.034453243,19017885,46.73,47.3,19017885,1.64,4463631,202718806016.0,23305650,46.82,47.32,60.13,22.369669,3.19,0.035099998,1000.0,47.42,6.253,2.11,,4.229,27874767.0,1.44,4261391200.0,232451440640.0,47.3,0.41
KOF,"Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares, each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares)",N,N,,05348,Consumer Defensive,80369.0,Mexico City,DF,Mexico,Beverages—Non-Alcoholic,52.45125,0.038966157,164242,43.14,43.14,164242,2.0,41811,66010480640.0,205833,41.61,41.8,65.58,14.806738,2.74,0.0478,1200.0,43.19,,2.82,,27.508,170141.0,1.09,39390603.0,6352916480.0,43.14,0.99951
KOS,Kosmos Energy Ltd. Common Shares (DE),N,N,,75231,Energy,360.0,Dallas,TX,United States,Oil & Gas E&P,3.7610295,0.09576719,9421600,1.89,1.88,9421600,0.18,1784219,747577408.0,12996954,1.82,1.86,7.55,-3.6176472,,0.16139999,3100.0,1.88,1.855,-0.51,,1.593,18952428.0,1.54,390328590.0,2560583680.0,1.88,0.045
KR,Kroger Company (The) Common Stock,N,N,,45202,Consumer Defensive,435000.0,Cincinnati,OH,United States,Grocery Stores,29.780514,0.018629808,9447985,33.28,33.33,9447985,0.64,2656601,26054270976.0,13657619,32.885,33.01,36.84,13.309237,1.71,0.019199999,800.0,33.78,0.382,2.49,,10.916,53599123.0,3.74,752104713.0,46703915008.0,33.33,0.16
KRC,Kilroy Realty Corporation Common Stock,N,N,,90064,Real Estate,267.0,Los Angeles,CA,United States,REIT—Office,73.17949,0.033026896,1164228,58.74,59.56,1164228,1.94,195324,6692070400.0,1151280,56.2,58.31,88.99,29.0775,2.29,0.033299997,800.0,59.68,12.118,2.0,,43.384,1750437.0,1.54,113133210.0,10392459264.0,59.56,0.485
KREF,KKR Real Estate Finance Trust Inc. Common Stock,N,N,,10019,Real Estate,,New York,NY,United States,REIT—Mortgage,18.138235,0.10636982,429585,16.17,16.48,429585,1.72,99894,931563456.0,829400,16.1799,16.96,22.03,10.310976,,0.107,900.0,17.03,75.755,1.64,,18.45,3666086.0,4.74,12851611.0,4908722688.0,16.48,0.43
KRNY,Kearny Financial - Common Stock,Q,N,N,07004,Financial Services,524.0,Fairfield,NJ,United States,Banks—Regional,11.250515,0.028451003,226228,9.49,9.64,226228,0.32,87979,783087552.0,463727,9.28,9.32,14.4,20.8,,0.0368,900.0,9.82,12.911,0.45,,13.262,1160882.0,2.82,71011501.0,2063358848.0,9.64,0.08
KRO,Kronos Worldwide Inc Common Stock,N,N,,75240-2620,Basic Materials,2200.0,Dallas,TX,United States,Specialty Chemicals,10.894853,0.07243461,269728,9.94,10.02,269728,0.72,58266,1149513472.0,425541,9.79,9.98,16.0,16.583332,5.67,0.0775,800.0,10.12,0.707,0.6,,6.771,3627085.0,10.38,21978278.0,1213095808.0,10.02,0.18
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,N,N,,76102,Energy,,Fort Worth,TX,United States,Oil & Gas E&P,11.346765,0.18328841,189985,7.42,7.42,189985,1.36,8735,435579616.0,263867,7.18,7.29,17.72,242.83333,,0.18530001,1800.0,7.41,4.722,0.03,,10.713,156276.0,0.8,27709792.0,532949888.0,7.42,0.17
KT,KT Corporation Common Stock,N,N,,13606,Communication Services,,Seongnam,,South Korea,Telecom Services,10.136103,0.09112245,975871,9.8,9.78,975871,0.44,127072,4747922432.0,1116375,9.675,9.69,12.59,4.9213195,,0.0442,800.0,9.81,,1.97,,22.324,1020366.0,0.77,458925417.0,4762590720.0,9.78,0.444444
KTF,DWS Municipal Income Trust,N,N,,10154,Financial Services,,New York,NY,United States,Asset Management,11.062868,0.048773587,89628,10.6,10.63,89628,0.48,10940,419894560.0,150340,10.6047,10.63,11.95,,5.83,0.045500003,1300.0,10.63,22.086,,,12.582,37653.0,0.27,,672414848.0,10.63,0.04
KW,Kennedy-Wilson Holdings Inc. Common Stock,N,N,,90212,Real Estate,315.0,Beverly Hills,CA,United States,Real Estate Services,18.763088,0.057718124,530871,14.9,15.11,530871,0.88,86199,2123637120.0,659496,14.57,14.83,23.5,-34.418606,3.23,0.0591,800.0,15.11,10.497,-0.43,,9.177,2363913.0,3.78,124650242.0,6576437760.0,15.11,0.22
KWR,Quaker Chemical Corporation Common Stock,N,N,,19428-2380,Basic Materials,4500.0,Conshohocken,PA,United States,Specialty Chemicals,155.06595,0.008798491,158485,175.03,175.8,158485,1.54,48436,3082981632.0,171161,172.3,174.05,209.05,25.087427,1.07,0.009,800.0,176.04,2.741,6.92,,65.463,1922620.0,12.65,13109077.0,3565794048.0,175.8,0.385
KYN,Kayne Anderson MLP/Midstream Investment Company Common Stock,N,N,,77002,Financial Services,,Houston,TX,United States,Asset Management,9.747868,0.24193549,967071,6.2,6.16,967071,1.44,205729,770024000.0,2042798,6.08,6.15,16.1,2.1163192,,0.2349,1200.0,6.2,34.369,2.88,,11.855,561349.0,0.31,,1680565120.0,6.16,0.12
L,Loews Corporation Common Stock,N,N,,10065-8087,Financial Services,18605.0,New York,NY,United States,Insurance—Property & Casualty,44.03309,0.0073014013,1145742,34.24,34.69,1145742,0.25,201860,9475747840.0,1726320,33.66,33.81,56.88,11.610344,0.56,0.0073,800.0,34.8,1.281,2.9,,60.285,3724021.0,2.58,239528289.0,18256973824.0,34.69,0.063
LAD,"Lithia Motors, Inc. Common Stock",N,N,,97501,Consumer Cyclical,14320.0,Medford,OR,United States,Auto & Truck Dealerships,124.282135,0.009248556,206885,129.75,131.48,206885,1.2,39146,2897755392.0,316708,126.43,127.37,165.27,10.927039,0.99,0.0099,1800.0,130.755,0.499,11.65,,63.882,3031945.0,8.49,19605986.0,6306494464.0,131.48,0.3
LADR,Ladder Capital Corp Class A Common Stock,N,N,,10154,Real Estate,75.0,New York,NY,United States,REIT—Mortgage,13.404706,0.16306955,1498928,8.34,8.49,1498928,1.36,639370,1032659264.0,3360596,8.275,8.6,18.97,7.262712,10.35,0.16309999,1200.0,8.68,25.367,1.18,,12.306,2645420.0,0.62,105376910.0,6377558016.0,8.49,0.34
LANC,Lancaster Colony Corporation - Common Stock,Q,N,N,43082,Consumer Defensive,3200.0,Westerville,OH,United States,Packaged Foods,149.75154,0.017317683,143328,155.91,158.16,143328,2.8,54231,4317535744.0,191079,155.99,156.43,166.31,28.170557,1.69,0.0189,1000.0,159.405,2.898,5.57,,28.103,1508777.0,8.34,19047676.0,3875616768.0,158.16,0.7
LAND,Gladstone Land Corporation - Common Stock,Q,N,N,22102,Real Estate,,McLean,VA,United States,REIT—Industrial,12.890625,0.03597848,156828,14.87,14.96,156828,0.54,34229,320780256.0,188617,14.88,15.03,15.0735,-60.1092,4.37,0.0361,1000.0,15.0735,16.31,-0.25,,14.321,367688.0,2.16,19004965.0,785212608.0,14.96,0.045
LANDP,Gladstone Land Corporation - 6.375% Series A Cumulative Term Preferred Stock,Q,N,N,22102,Real Estate,,McLean,VA,United States,REIT—Industrial,25.565985,0.0207767,3857,25.75,25.89,3857,1.59,5,237005344.0,6754,26.0,25.94,28.71,,,0.0615,1100.0,26.0,21.367,,,14.321,,,19004965.0,1028639040.0,25.89,0.133
LAZ,"Lazard LTD. Lazard, LTD. Class A Common Stock",N,N,,HM11,Financial Services,3042.0,Hamilton,,Bermuda,Capital Markets,34.162354,0.06603442,486314,28.47,28.95,486314,1.88,90300,2902981888.0,870720,27.64,27.67,44.95,10.439812,3.92,0.066,800.0,28.97,1.847,2.66,,4.653,3842964.0,4.75,100927754.0,4581851648.0,28.95,0.47
LBAI,"Lakeland Bancorp, Inc. - Common Stock",Q,N,N,07438,Financial Services,692.0,Oak Ridge,NJ,United States,Banks—Regional,14.134117,0.042372882,209871,11.8,12.01,209871,0.5,28980,585366208.0,240048,11.48,11.58,17.63,10.357143,2.63,0.045100003,800.0,12.03,4.505,1.12,,14.604,920338.0,3.81,48565160.0,968832576.0,12.01,0.125
LBC,Luther Burbank Corporation - Common Stock,Q,N,N,95401,Financial Services,277.0,Santa Rosa,CA,United States,Banks—Regional,10.428382,0.020627804,149171,11.15,11.34,149171,0.23,22669,584582336.0,167158,10.89,11.06,11.99,11.870968,,0.0226,800.0,11.34,11.97,0.93,,11.114,310353.0,1.77,11830374.0,1506931584.0,11.34,0.058
LCNB,LCNB Corporation - Common Stock,Q,N,N,45036,Financial Services,332.0,Lebanon,OH,United States,Banks—Regional,16.055588,0.043209873,22585,16.2,16.44,22585,0.72,10707,209656832.0,30204,15.89,16.15,19.94,10.429033,3.66,0.050100002,800.0,16.59,2.865,1.55,,18.003,72668.0,2.37,11398384.0,192341472.0,16.44,0.18
LDOS,"Leidos Holdings, Inc. Common Stock",N,N,,20190,Technology,37000.0,Reston,VA,United States,Information Technology Services,97.68206,0.013040094,905442,102.76,103.59,905442,1.36,174564,14877687808.0,1283554,102.05,103.94,125.84,16.520504,2.21,0.013300001,1100.0,104.93,1.666,6.34,,23.627,3189994.0,2.51,141208552.0,19004895232.0,103.59,0.34
LEG,"Leggett & Platt, Incorporated Common Stock",N,N,,64836,Consumer Cyclical,22000.0,Carthage,MO,United States,"Furnishings, Fixtures & Appliances",40.692722,0.047351286,1395028,33.79,34.16,1395028,1.6,448665,4376040960.0,1690609,32.5,32.99,55.42,15.531643,3.19,0.047399998,1000.0,34.23,1.305,2.13,,9.359,6364530.0,2.97,130622022.0,6060348928.0,34.16,0.4
LEN,Lennar Corporation Class A Common Stock,N,N,,33172,Consumer Cyclical,10106.0,Miami,FL,United States,Residential Construction,55.320736,0.003769811,3625414,64.99,65.69,3625414,0.5,925359,19214317568.0,4413835,63.35,63.59,71.38,11.88764,0.34,0.0077,1300.0,65.9,1.106,5.34,,51.385,10687149.0,3.29,284214126.0,25327964160.0,65.69,0.125
LEO,"BNY Mellon Strategic Municipals, Inc. Common Stock",N,N,,10166,Financial Services,,New York,NY,United States,Asset Management,8.09772,0.05698779,130171,7.37,7.37,130171,0.42,37605,461596736.0,258072,7.37,7.42,9.02,,5.81,0.0575,800.0,7.42,21.007,,,8.681,14930.0,0.07,,787314816.0,7.37,0.035
LEVI,Levi Strauss & Co Class A Common Stock,N,N,,94111,Consumer Cyclical,15800.0,San Francisco,CA,United States,Apparel Manufacturing,16.262133,0.010288066,1279642,14.58,14.59,1279642,0.31,186541,5625954304.0,1632706,14.01,14.24,23.74,16.904762,,0.0219,800.0,14.5602,1.064,0.84,,3.996,6971717.0,3.29,57349119.0,6206258176.0,14.59,0.08
LEVL,"Level One Bancorp, Inc. - Common Stock",Q,N,N,48334,Financial Services,253.0,Farmington Hills,MI,United States,Banks—Regional,21.859589,0.008844954,9057,19.22,19.49,9057,0.2,3301,153761376.0,12751,19.49,19.75,26.69,9.749706,,0.0115,900.0,19.89,4.334,2.04,,22.736,21979.0,1.76,4492226.0,296097920.0,19.49,0.05
LFC,China Life Insurance Company Limited American Depositary Shares,N,N,,100033,Financial Services,103826.0,Beijing,,China,Insurance—Life,11.718897,0.0064962725,621400,9.39,9.44,621400,0.12,87376,89472974848.0,618766,9.38,9.43,14.7,19.244898,1.89,0.0126,3100.0,9.47,,0.49,,8.885,1285207.0,2.18,1780393768.0,57377349632.0,9.44,0.119
LFUS,"Littelfuse, Inc. - Common Stock",Q,N,N,60631,Technology,11300.0,Chicago,IL,United States,Electronic Components,164.25162,0.011267097,125228,165.97,167.01,125228,1.92,25976,4041037568.0,164616,161.28,164.32,196.0,28.37736,0.9,0.0117,800.0,167.01,2.587,5.83,,60.835,456707.0,3.03,23666036.0,3736697088.0,167.01,0.48
LGI,Lazard Global Total Return and Income Fund Common Stock,N,N,,10112-6300,Financial Services,,New York,NY,United States,Asset Management,14.676029,0.077737235,52357,13.7,13.79,52357,1.28,8186,179806496.0,74927,13.7011,13.83,16.9,,7.42,0.0939,900.0,13.867,38.885,,,18.239,14415.0,0.2,,205122912.0,13.79,0.106
LII,"Lennox International, Inc. Common Stock",N,N,,75080,Industrials,11200.0,Richardson,TX,United States,Specialty Industrial Machinery,224.00919,0.014336918,385657,214.83,217.01,385657,3.08,80994,8141299200.0,495756,210.36,212.97,298.49,22.668797,1.07,0.0145000005,800.0,215.7,2.381,9.39,,-8.321,2174708.0,4.71,36882932.0,8908376064.0,217.01,0.77
LIN,Linde plc Ordinary Share,N,N,,GU2 7XY,Basic Materials,79008.0,Guildford,,United Kingdom,Specialty Chemicals,195.99213,0.01857816,1937900,193.13,197.89,1937900,3.85,479547,105079275520.0,2902183,196.73,199.45,227.85,23.1843,2.21,0.0199,800.0,200.28,4.078,8.63,,85.26,4147221.0,2.32,523494222.0,114278162432.0,197.89,0.963
LKFN,Lakeland Financial Corporation - Common Stock,Q,N,N,46581-1387,Financial Services,575.0,Warsaw,IN,United States,Banks—Regional,43.270073,0.026887745,86057,44.63,45.0,86057,1.2,14836,1133932544.0,162233,43.48,44.01,50.0,17.93496,2.11,0.028800001,900.0,45.0,5.021,2.46,,24.034,1311359.0,7.35,24167907.0,960576576.0,45.0,0.3
LLY,Eli Lilly and Company Common Stock,N,N,,46285,Healthcare,33815.0,Indianapolis,IN,United States,Drug Manufacturers—General,137.5558,0.018359642,3516885,145.7,147.43,3516885,2.96,1028357,144902176768.0,4672362,146.51,151.06,164.9,19.225887,2.37,0.020299999,1200.0,152.1,6.718,7.88,,3.397,8696088.0,2.77,792545885.0,155105411072.0,147.43,0.74
LM,"Legg Mason, Inc. Common Stock",N,N,,21202,Financial Services,,Baltimore,MD,United States,Asset Management,43.818382,0.032070555,2698328,49.89,49.91,2698328,1.6,344068,4393612800.0,3141406,49.855,49.9,50.7,14.630498,2.94,0.0321,2200.0,49.9,2.148,3.41,,43.822,14610723.0,5.47,85423553.0,6277424640.0,49.91,0.4
LMAT,"LeMaitre Vascular, Inc. - Common Stock",Q,N,N,01803,Healthcare,454.0,Burlington,MA,United States,Medical Instruments & Supplies,30.699192,0.012797074,150642,27.35,27.65,150642,0.38,50156,576338304.0,147875,27.65,28.6,38.64,31.045652,0.92,0.0145000005,900.0,28.595,4.334,0.92,,7.376,1665575.0,12.99,16930977.0,517096000.0,27.65,0.095
LMNR,Limoneira Co - Common Stock,Q,N,N,93060,Consumer Defensive,319.0,Santa Paula,CA,United States,Farm Products,16.86853,0.022288263,61028,13.46,13.57,61028,0.3,10712,250007808.0,84119,13.52,13.85,21.94,24.137932,1.17,0.0223,800.0,14.0,2.323,0.58,,11.08,649225.0,7.52,15382629.0,397370304.0,13.57,0.075
LMNX,Luminex Corporation - Common Stock,Q,N,N,78727,Healthcare,1257.0,Austin,TX,United States,Medical Instruments & Supplies,25.99228,0.010489511,853485,31.46,31.46,853485,0.36,173783,1417197440.0,746375,30.565,30.93,40.21,140.68182,,0.0114,1800.0,31.66,4.382,0.22,,10.37,1885989.0,3.12,36647464.0,1501423232.0,31.46,0.09
LMRK,Landmark Infrastructure Partners LP - Common Units,Q,N,N,90245,Real Estate,,El Segundo,CA,United States,Real Estate Services,13.840882,0.120110705,82314,10.84,10.9,82314,0.8,15301,269608192.0,149383,10.582,10.94,18.45,18.896427,8.63,0.0759,1000.0,10.9,11.513,0.56,,14.221,28496.0,0.26,20196189.0,704915392.0,10.9,0.2
LMT,Lockheed Martin Corporation Common Stock,N,N,,20817,Industrials,110000.0,Bethesda,MD,United States,Aerospace & Defense,386.32913,0.0231668,1480100,397.12,401.46,1480100,9.6,479758,113032134656.0,1980712,399.16,402.62,442.53,15.232804,2.58,0.0242,1100.0,404.17,1.912,26.46,,12.288,2395186.0,1.74,237817559.0,116858724352.0,401.46,2.4
LNC,Lincoln National Corporation Common Stock,N,N,,19087,Financial Services,11357.0,Radnor,PA,United States,Insurance—Life,45.942722,0.03775435,1935928,40.79,41.48,1935928,1.6,286406,7680653824.0,3263429,39.6601,40.22,67.17,4.0937176,2.03,0.0392,900.0,41.74,0.279,9.71,,85.788,9189998.0,2.99,191628411.0,4938675712.0,41.48,0.4
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),N,N,,01452-002,Consumer Defensive,,Sao Paulo,SP,Brazil,Farm Products,3.993897,0.052356023,9671,3.82,3.87,9671,0.22,376,220790880.0,7916,3.855,3.87,4.98,,,0.0591,1300.0,3.87,,,,4.404,11366.0,0.79,21881207.0,187207920.0,3.87,0.223
LNN,Lindsay Corporation Common Stock,N,N,,68022,Industrials,1069.0,Omaha,NE,United States,Farm & Heavy Construction Machinery,94.547134,0.01265048,57600,98.02,99.0,57600,1.28,8110,1059210048.0,88117,97.24,97.66,111.76,38.948208,1.38,0.0136,1100.0,98.37,2.211,2.51,,25.595,566413.0,6.94,10743318.0,986524672.0,99.0,0.32
LNT,Alliant Energy Corporation - Common Stock,Q,N,N,53718,Utilities,3597.0,Madison,WI,United States,Utilities—Regulated Electric,52.57375,0.030530319,1069842,47.33,47.91,1069842,1.52,307202,12080983040.0,1938280,47.54,48.43,60.28,18.76744,3.07,0.0321,800.0,48.54,5.195,2.58,,22.053,3522319.0,2.39,249062132.0,18580084736.0,47.91,0.38
LOB,"Live Oak Bancshares, Inc. - Common Stock",Q,N,N,28403,Financial Services,622.0,Wilmington,NC,United States,Banks—Regional,15.7325735,0.00829302,190228,14.47,14.75,190228,0.12,27085,575638592.0,337158,14.03,14.24,20.46,33.833336,,0.0092,900.0,14.75,0.996,0.42,,13.219,1141276.0,3.26,27596242.0,180246128.0,14.75,0.03
LOGM,"LogMeIn, Inc. - Common Stock",Q,N,N,02210,Technology,3936.0,Boston,MA,United States,Software—Application,83.14926,0.011501711,936685,84.77,84.92,936685,1.3,151569,4138690048.0,958683,84.62,84.88,86.63,15.0461,,0.0155,900.0,84.92,3.351,5.64,,56.361,3662872.0,5.13,45190078.0,4272951296.0,84.92,0.325
LOW,"Lowe's Companies, Inc. Common Stock",N,N,,28117,Consumer Cyclical,200000.0,Mooresville,NC,United States,Home Improvement Retail,109.781105,0.016639326,9308900,128.01,128.9,9308900,2.2,2428889,98422693888.0,7472643,126.71,129.65,130.4068,18.81241,1.71,0.0172,1000.0,130.4068,1.512,6.93,,2.585,9861118.0,1.58,753212266.0,109111787520.0,128.9,0.55
LPLA,LPL Financial Holdings Inc. - Common Stock,Q,N,N,92121,Financial Services,4350.0,San Diego,CA,United States,Capital Markets,77.37463,0.013428226,801057,74.47,75.2,801057,1.0,251912,5843040768.0,1105364,73.59,74.76,99.6,13.301615,2.13,0.0138,900.0,75.2,1.312,5.57,,12.826,911243.0,1.1,78038883.0,7501781504.0,75.2,0.25
LPX,Louisiana-Pacific Corporation Common Stock,N,N,,37219-1700,Industrials,4800.0,Nashville,TN,United States,Building Products & Equipment,25.590147,0.022195319,1738700,24.78,25.09,1738700,0.58,275803,2783830784.0,1852374,24.1,24.87,34.35,16.430464,,0.0241,900.0,25.26,1.172,1.51,,8.772,2676549.0,1.61,111650758.0,2711315200.0,25.09,0.145
LRCX,Lam Research Corporation - Common Stock,Q,N,N,94538,Technology,11000.0,Fremont,CA,United States,Semiconductor Equipment & Materials,276.44986,0.01647894,2073957,276.11,273.0,2073957,4.6,621420,40013905920.0,2558998,270.28,275.6,344.32,15.494658,1.47,0.0167,800.0,276.3525,3.996,17.79,,31.26,4228256.0,1.87,144548193.0,38420631552.0,273.0,1.15
LSBK,"Lake Shore Bancorp, Inc. - Common Stock",Q,N,N,14048,Financial Services,110.0,Dunkirk,NY,United States,Banks—Regional,14.000735,0.042440318,971,11.31,11.9,971,0.48,161,66574848.0,3356,11.31,11.85,15.9,,2.33,0.042600002,1400.0,12.03,3.135,,,14.475,521.0,0.14,1630373.0,64152128.0,11.9,0.12
LSI,"Life Storage, Inc. Common Stock",N,N,,14221,Real Estate,1943.0,Williamsville,NY,United States,REIT—Industrial,102.52603,0.043012984,290357,96.25,96.45,290357,4.28,38658,4495510016.0,475633,95.4,96.14,119.61,26.04076,4.07,0.046,800.0,97.12,10.911,3.68,,45.888,968679.0,2.13,44368251.0,6437999616.0,96.45,1.07
LSTR,"Landstar System, Inc. - Common Stock",Q,N,N,32224,Industrials,1300.0,Jacksonville,FL,United States,Integrated Freight & Logistics,107.16882,0.00624025,320057,115.38,115.91,320057,0.74,45878,4446181888.0,411485,115.16,115.87,119.93,22.900198,0.5,0.0064,1000.0,116.08,1.015,5.06,,16.343,2628429.0,7.34,37958025.0,4044095488.0,115.91,0.185
LTC,"LTC Properties, Inc. Common Stock",N,N,,91361,Real Estate,22.0,Westlake Village,CA,United States,REIT—Healthcare Facilities,40.941544,0.061654948,331457,36.98,39.18,331457,2.28,56768,1510865792.0,464187,38.2,38.58,53.04,19.166668,4.95,0.059299998,1800.0,38.65,12.103,2.01,,20.338,1590117.0,3.96,38488004.0,2240933632.0,39.18,0.19
LUV,Southwest Airlines Company Common Stock,N,N,,75235-1611,Industrials,60922.0,Dallas,TX,United States,Airlines,45.490734,0.021390375,30858485,33.66,33.9,30858485,0.72,8161928,19720853504.0,19764420,32.51,33.39,58.83,13.713114,0.95,0.0214,800.0,33.93,0.684,2.44,,17.837,15871916.0,0.78,507124786.0,14712686592.0,33.9,0.18
LW,"Lamb Weston Holdings, Inc. Common Stock ",N,N,,83616,Consumer Defensive,7600.0,Eagle,ID,United States,Packaged Foods,75.45537,0.013397901,1651914,61.95,62.58,1651914,0.92,380150,8822216704.0,1839937,59.08,60.32,96.32,23.324326,,0.0152,1800.0,62.58,2.883,2.59,,1.852,5896645.0,3.22,145145135.0,11385333760.0,62.58,0.23
LXFR,Luxfer Holdings PLC Ordinary Shares,N,N,,M27 8LN,Industrials,1600.0,Manchester,,United Kingdom,Specialty Industrial Machinery,15.768162,0.0338295,134242,14.78,15.2,134242,0.5,17909,426274816.0,132967,14.43,14.79,25.7,10.405595,,0.0349,2200.0,14.9,1.138,1.43,,6.174,822386.0,8.25,24599121.0,485805728.0,15.2,0.125
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),N,N,,77010,Basic Materials,19100.0,Houston,TX,United States,Specialty Chemicals,73.285736,0.06239786,2172800,67.31,67.96,2172800,4.2,753139,21721866240.0,3593353,64.89,65.29,98.91,8.231353,4.08,0.0624,800.0,68.42,0.98,7.91,,21.948,6933033.0,2.3,255458804.0,32763717632.0,67.96,1.05
LYTS,LSI Industries Inc. - Common Stock,Q,N,N,45242,Technology,1200.0,Cincinnati,OH,United States,Electronic Components,5.639412,0.032520324,92171,6.15,6.25,92171,0.2,28090,162134048.0,159753,6.0876,6.22,7.3,30.95,3.0,0.0337,1000.0,6.25,0.547,0.2,,4.767,173518.0,0.84,23922806.0,176939920.0,6.25,0.05
MA,Mastercard Incorporated Common Stock,N,N,,10577,Financial Services,18600.0,Purchase,NY,United States,Credit Services,287.48346,0.0048704008,4725985,299.77,300.98,4725985,1.6,1093934,303962587136.0,7200450,298.97,303.37,347.25,34.45165,0.59,0.0053,900.0,303.99,16.784,8.79,,5.376,6463609.0,1.17,991544898.0,285378412544.0,300.98,0.4
MAA,"Mid-America Apartment Communities, Inc. Common Stock",N,N,,38138,Real Estate,2476.0,Germantown,TN,United States,REIT—Residential,124.97853,0.03319644,697328,116.88,118.19,697328,4.0,116522,13190387712.0,1018598,114.7,115.96,148.88,49.085106,3.43,0.0342,900.0,118.19,10.806,2.35,,52.48,1388185.0,1.46,113544964.0,17915777024.0,118.19,1.0
MAC,Macerich Company (The) Common Stock,N,N,,90401,Real Estate,723.0,Santa Monica,CA,United States,REIT—Retail,17.933823,0.39164492,7471314,7.66,7.72,7471314,0.4,2122002,1043113024.0,7688027,7.27,7.46,37.96,81.888885,6.8,0.052199997,900.0,7.76,6.903,0.09,,17.899,38331274.0,4.27,117070664.0,6725661184.0,7.72,0.1
MAIN,Main Street Capital Corporation Common Stock,N,N,,77056,Financial Services,71.0,Houston,TX,United States,Asset Management,35.433308,0.07555624,542071,32.36,32.65,542071,2.46,127742,2111938304.0,1071079,31.8,32.5,45.1,14.339207,6.31,0.076,800.0,32.65,11.678,2.27,,20.728,4138074.0,3.75,61455832.0,2781250048.0,32.65,0.205
MAN,ManpowerGroup Common Stock,N,N,,53212,Industrials,28000.0,Milwaukee,WI,United States,Staffing & Employment Services,81.34779,0.029055046,598442,75.03,75.57,598442,2.18,217175,4341566976.0,739820,73.52,74.59,100.99,14.9281435,2.07,0.0294,900.0,76.77,0.223,5.01,,45.145,1927795.0,2.92,57655901.0,4563316224.0,75.57,1.09
MANT,ManTech International Corporation - Class A Common Stock,Q,N,N,20171,Technology,8900.0,Herndon,VA,United States,Software—Application,77.192795,0.014652489,168671,77.12,77.77,168671,1.28,33592,3144802304.0,231567,77.065,78.1,93.99,23.741642,2.0,0.0171,1200.0,78.295,1.336,3.29,,37.525,824783.0,3.98,26900915.0,3115006976.0,77.77,0.32
MANU,Manchester United Ltd. Class A Ordinary Shares,N,N,,M16 0RA,Consumer Cyclical,979.0,Manchester,,United Kingdom,Leisure,17.287426,0.010804323,228928,16.66,16.89,228928,0.18,85529,2789512448.0,176883,16.41,17.06,20.48,1.193662,,0.0114,800.0,17.04,,14.2,,3.475,497516.0,2.05,37014043.0,2647974656.0,16.89,0.09
MARPS,Marine Petroleum Trust - Units of Beneficial Interest,Q,N,N,75219,Energy,,Dallas,TX,United States,Oil & Gas Equipment & Services,1.7077941,0.10422605,126800,2.4562,2.12,126800,0.42,43739,4359800.0,21909,1.98,2.18,3.0,,11.23,0.1821,1000.0,2.28,2.007,,,0.482,672.0,0.08,1611640.0,1537972.0,2.12,0.065
